event_date,state,event_type,duration_days,precipitation_anomaly_mm,mei_index,temperature_anomaly_c,wind_anomaly_kmph,damage_estimate_millionusd,intensity_scale
25-09-2019,Gujarat,Thunderstorm,2,367.08,-2.96,-1.93,96.25,290.7,3
12-04-2015,Tamil Nadu,Thunderstorm,18,487.02,1.14,6.8,28,340.65,3
01-01-2021,Tripura,Heatwave,11,-195.89,-0.34,7.03,149.85,280.86,9
13-12-2023,Kerala,Flood,16,320.1,2.81,7.65,4.66,143.1,5
06-04-2016,Karnataka,Flood,6,310.02,-2.32,4.54,20.64,175.47,5
18-09-2023,Gujarat,Landslide,23,424.22,-1.56,-4.03,122.21,19.9,9
03-12-2013,Uttar Pradesh,Thunderstorm,15,196.88,-0.33,-4.71,52.7,464.68,1
04-05-2022,Nagaland,Thunderstorm,22,459.55,2.38,5.94,146.73,39.67,5
14-02-2013,Delhi,Hailstorm,1,87.76,2.73,-3.26,40.71,51.38,8
03-10-2018,Karnataka,Cyclone,29,-195.99,2.75,-0.75,128.81,144.07,10
12-05-2016,Himachal Pradesh,Cyclone,30,210.32,-0.23,4.72,73.51,162.62,7
16-09-2016,Uttarakhand,Drought,4,59.28,2.78,4.42,47.44,174.79,1
17-04-2023,Uttar Pradesh,Hailstorm,28,93.88,1.4,-3.3,123.51,245.94,10
04-01-2019,Assam,Drought,25,-178.71,-0.28,1.85,86.7,323.99,10
26-07-2010,Nagaland,Hailstorm,4,185.84,-2.34,0.98,139.77,181.72,4
15-04-2013,Tamil Nadu,Cloudburst,7,458.84,0.03,6.35,41.91,158.81,1
13-06-2015,Sikkim,Landslide,13,174.95,1.07,1.92,122.73,345.15,6
03-05-2018,Arunachal Pradesh,Hailstorm,26,289.81,-0.63,-2.88,131.37,232.97,2
17-08-2021,Bihar,Landslide,13,212.07,2.83,1.96,21.18,112.26,8
07-09-2015,Assam,Cloudburst,18,75.5,-0.14,-1.22,11.54,20.5,4
11-05-2016,Uttar Pradesh,Cyclone,3,-72.51,2.83,-2.93,60.52,18.89,3
05-09-2013,Madhya Pradesh,Drought,1,439.32,1.4,-1.89,106.46,62.02,2
14-09-2012,Delhi,Cloudburst,8,-23.09,2.77,7.67,79.04,292.36,7
09-08-2024,Nagaland,Hailstorm,16,280.23,1.63,7.04,148.68,219.45,5
13-05-2018,Madhya Pradesh,Drought,22,-109.36,-1.73,5.72,96.53,305.38,7
07-01-2014,Tripura,Cyclone,6,261.41,0.1,5.16,147.65,410.74,1
20-06-2023,Manipur,Drought,7,389.25,2.22,1.5,78.61,422.57,3
21-04-2024,Jharkhand,Landslide,13,69.87,-0.85,-1.47,108.98,353.33,1
07-07-2019,West Bengal,Cyclone,18,62.2,0.28,-0.19,92.83,292.33,2
05-12-2011,Delhi,Landslide,4,300.1,-2.58,0.07,104.05,252.76,4
08-01-2014,Telangana,Cloudburst,9,95.09,-1.39,-1.54,82.54,299.66,2
18-07-2020,Madhya Pradesh,Thunderstorm,27,-167.27,-1.07,1.76,144.17,300.04,2
20-12-2014,Manipur,Landslide,28,-44.95,-2.71,-1.42,87.96,436.81,6
06-12-2012,Punjab,Heatwave,23,-180.66,-1.78,1.32,138.79,59.76,10
15-06-2011,Jharkhand,Drought,30,-119.02,0.66,-1.32,97.71,88.54,7
22-08-2023,Rajasthan,Hailstorm,22,116.05,-0.39,7.05,75.91,468.72,6
11-12-2017,Madhya Pradesh,Drought,6,295.69,-2.59,1.02,147.48,104.19,4
27-02-2021,Jharkhand,Drought,17,496.34,-2.83,-0.43,148.92,192.19,4
03-07-2012,Manipur,Cyclone,30,298.67,-1.71,-3.22,104.1,187.94,4
20-09-2024,Mizoram,Cloudburst,5,-56,1.29,-2.57,125.83,379.05,3
04-10-2017,Manipur,Heatwave,13,21.79,2.99,-2.46,146.54,462.28,7
13-02-2024,Andhra Pradesh,Cyclone,12,328.7,-1.24,2.76,78.37,369.73,9
17-05-2015,Rajasthan,Landslide,8,-189.74,1.44,0.09,74.53,239.03,7
24-06-2022,Odisha,Landslide,8,427.49,-1.89,3.31,1.28,317.89,3
05-05-2015,Odisha,Cloudburst,17,364.46,2.85,-3.9,20.74,287.1,9
10-01-2021,Uttar Pradesh,Drought,2,421.95,-2.87,-2.23,145.15,299.16,5
27-12-2016,Tamil Nadu,Cloudburst,6,466.05,2.06,7.31,62.94,243.85,7
07-07-2019,Assam,Cyclone,8,370.49,2.97,-1.57,144.06,64.03,1
22-01-2024,Himachal Pradesh,Thunderstorm,5,437.99,0.73,3.48,56.14,92.23,2
15-12-2019,Chhattisgarh,Hailstorm,5,-87.13,-1.99,-4.57,105.35,120.43,7
10-02-2012,Bihar,Cloudburst,6,47.87,-1.5,1.16,44.97,151.39,7
01-06-2011,Tripura,Heatwave,22,108.89,0.63,-0.79,14.96,327.53,9
17-08-2013,Bihar,Thunderstorm,13,240.83,2.08,-2.93,110.55,378.28,10
06-04-2011,Uttar Pradesh,Landslide,26,-37.38,-1.01,6.86,90.72,45.88,9
24-09-2020,Maharashtra,Cloudburst,20,-198.15,-2.77,-4.53,116.66,480.37,4
10-08-2020,Telangana,Flood,15,-138.68,-1.22,1.16,86.17,85.1,6
27-02-2014,Nagaland,Drought,24,422.72,0.59,5.61,4.7,260.38,6
26-12-2017,Jharkhand,Thunderstorm,22,-48.86,2.75,1.68,90.48,174.45,2
03-07-2015,Gujarat,Flood,28,447.23,2.36,4.36,130.39,165.97,5
26-05-2022,Assam,Flood,5,237.07,-2.87,-1.73,13.23,160.02,7
18-10-2022,Sikkim,Flood,25,71.01,-1.97,2.51,132.09,223.05,8
10-09-2012,Maharashtra,Cloudburst,11,-112.94,2.44,-0.23,19.59,72.67,2
25-08-2018,Karnataka,Landslide,5,382.14,-1.31,-3.6,10.64,411.5,5
09-09-2017,Telangana,Cyclone,6,-101.91,2.07,6.4,108.42,227.74,7
16-08-2020,Mizoram,Flood,5,339.75,-2.15,7.64,0.73,162.05,10
10-04-2020,Telangana,Cyclone,18,-176.11,-1.15,-2.31,137.07,421.82,6
25-12-2020,Goa,Thunderstorm,10,167.9,1.09,-0.33,108.2,459.23,5
22-12-2014,Uttarakhand,Landslide,19,363.16,0.7,0.97,18.9,377.22,3
13-06-2024,Mizoram,Flood,16,114.38,-2.25,-3.61,42.66,407.18,1
11-05-2010,Meghalaya,Thunderstorm,15,402.96,0.36,-3.31,45.46,356.53,2
01-12-2022,Telangana,Landslide,30,178.65,0.01,-2.53,100.87,9.94,6
15-04-2012,Sikkim,Landslide,5,-56.91,-1.12,-3.63,146.09,216.13,3
23-05-2010,Delhi,Hailstorm,20,380.05,-0.77,5,81.73,249.85,6
26-07-2019,Tamil Nadu,Thunderstorm,1,403.14,-2.01,7.26,82.09,352.5,8
16-05-2024,Meghalaya,Landslide,10,-101.97,-1.24,-0.85,45.31,176.04,4
05-04-2010,Gujarat,Landslide,1,-114.82,-2.87,-4.02,92.36,305.02,6
06-10-2022,Odisha,Cyclone,24,169.82,1.29,4.79,30.53,156.9,3
09-09-2024,Sikkim,Drought,20,300.24,-0.29,-1.22,54.41,44.25,7
19-02-2020,Delhi,Landslide,11,163.09,-0.7,5.62,72.4,244.05,1
13-12-2014,Haryana,Thunderstorm,21,263.19,1.23,-1.46,77.24,39.86,6
20-08-2016,Himachal Pradesh,Landslide,13,389.88,-1.38,6.91,81.64,48.39,4
25-05-2023,Chhattisgarh,Heatwave,26,487.96,2.61,1.24,40.08,337.05,5
13-06-2019,Uttarakhand,Flood,20,178.02,-1.6,4.14,28.19,218.02,1
16-05-2020,Madhya Pradesh,Cloudburst,16,-13.39,2.24,5.28,62.62,215.47,4
08-06-2014,Bihar,Drought,3,56.22,-2.45,-4,81.9,264.12,1
14-01-2015,Andhra Pradesh,Landslide,16,362.93,-1.46,7.8,15.04,221.44,5
02-01-2019,Punjab,Flood,23,-5.88,2.68,6.73,108.83,419.02,9
21-07-2011,Goa,Landslide,27,-73.23,2.78,-3.03,126.58,142.27,5
25-04-2016,Jharkhand,Thunderstorm,10,330.08,-2.56,6.74,30.4,114.04,1
15-04-2021,Punjab,Heatwave,9,-53,2.56,7.59,123.11,352.82,10
02-01-2020,Madhya Pradesh,Drought,26,373.66,-1.35,4.01,59.96,346.46,8
27-12-2015,Maharashtra,Heatwave,10,407.72,1.4,4.38,53.4,271.02,9
02-08-2020,Tamil Nadu,Drought,22,283.59,1.36,-3.33,10.43,69.23,8
05-08-2021,Sikkim,Flood,20,-65.42,-2.38,-0.81,114.84,17.34,6
16-06-2019,Himachal Pradesh,Cloudburst,15,-99.24,0.22,-3.99,139.07,494.78,10
13-07-2021,Andhra Pradesh,Cyclone,19,320.64,-0.48,3.81,146.81,166.64,3
13-12-2023,Tripura,Drought,24,351.4,-2.41,2.32,37.62,481.61,5
20-06-2014,Arunachal Pradesh,Drought,11,-20.91,-2.59,4.97,139.01,353.72,10
11-04-2012,Karnataka,Cyclone,9,297.68,1.67,0.63,9.03,364.44,8
07-04-2016,Meghalaya,Thunderstorm,3,201.51,2.05,7.21,146.53,107.65,7
03-08-2012,Himachal Pradesh,Thunderstorm,7,445.45,2.37,5.75,118.47,377.32,3
22-07-2024,Mizoram,Drought,10,349.15,2.68,5.33,145.99,107.61,5
15-06-2020,Punjab,Drought,25,6.03,0.53,7.62,72.76,349.97,2
03-08-2013,Karnataka,Flood,8,-148.89,-1.27,-3.75,91.35,141.8,8
21-12-2012,Assam,Hailstorm,25,-38.14,1.14,-4.01,13.96,418.99,5
26-12-2010,Gujarat,Drought,21,-66.49,-0.59,-2.02,142.01,210.85,5
14-12-2015,Telangana,Flood,21,235.41,-0.68,1.41,132.72,276.49,9
11-12-2020,Nagaland,Cyclone,12,-54.59,2.35,4.34,127.25,413.42,6
23-05-2019,Punjab,Hailstorm,14,4.77,0.63,0.77,118.2,13.4,10
26-02-2014,West Bengal,Cyclone,26,209.67,-2.46,5.67,108.02,453.76,5
27-08-2013,Goa,Landslide,19,307.64,-1.18,3.71,38.63,115.39,3
26-07-2015,Meghalaya,Cloudburst,2,258.77,1.66,6.42,40.38,193.45,4
26-01-2012,Uttarakhand,Landslide,2,81.43,2.61,1.39,29.71,458.73,3
21-08-2011,Mizoram,Cyclone,1,411.51,0.68,6.47,64.02,25.07,1
06-12-2022,Andhra Pradesh,Drought,23,372.06,-2.43,-2.42,114.2,20.14,4
10-04-2012,Uttarakhand,Thunderstorm,10,236.29,1.04,3.75,99.55,298.14,2
11-12-2014,Telangana,Cyclone,5,149.99,-0.88,0.5,12.31,358.56,10
04-01-2013,Andhra Pradesh,Thunderstorm,25,-185.13,2.55,-1.53,74.11,408.36,6
08-06-2021,Manipur,Thunderstorm,13,257.29,-2.91,6.67,65.95,144.89,10
02-12-2015,Sikkim,Drought,27,181.24,-0.09,-3.06,114.44,86.4,2
22-07-2011,Jharkhand,Hailstorm,9,13.81,1.54,5.08,42.6,427.76,10
19-04-2021,Jharkhand,Heatwave,12,297.98,-2.47,0.41,136.05,339.53,7
17-07-2010,Maharashtra,Heatwave,30,387.91,-0.59,5.96,71.62,324.68,9
12-04-2018,Maharashtra,Flood,6,257.74,-2.61,2.25,55.04,470.17,10
22-06-2020,Manipur,Drought,22,-19.49,2.54,-0.45,58.36,137.21,8
18-09-2023,Bihar,Flood,30,46.11,-0.55,1.84,131.94,154.02,9
15-01-2023,Bihar,Cyclone,30,-65.72,2.52,7.11,115.68,145.73,2
07-07-2015,Manipur,Cloudburst,19,-72.34,2.83,1.12,115.26,9.76,7
06-09-2017,Chhattisgarh,Heatwave,16,159.99,-2.18,5.53,141.89,194.71,5
17-12-2022,Bihar,Landslide,29,71.32,1.07,-4.95,66.51,104.46,9
17-06-2024,Goa,Heatwave,26,256.96,-2.24,-4.24,145.13,309.26,5
27-07-2018,West Bengal,Landslide,4,195.44,0.37,5.52,56.87,31.75,7
24-05-2019,Assam,Cloudburst,17,322.58,0.84,1.81,18.65,488.78,5
02-07-2014,Jharkhand,Drought,21,447.62,-1.07,-0.62,36.46,478.65,10
24-06-2014,Karnataka,Landslide,2,-193.66,-0.32,6.06,53.57,82.66,1
18-01-2017,Maharashtra,Landslide,9,296.15,0.52,3.31,6.15,25.92,5
24-12-2015,Meghalaya,Landslide,19,483.86,0.83,5.55,68.12,312.85,2
08-04-2019,Nagaland,Thunderstorm,16,340.57,2.56,7.9,11.66,48.04,3
23-07-2021,Uttar Pradesh,Thunderstorm,29,15.75,2.88,-4.13,13.62,321.29,6
14-08-2012,Manipur,Drought,25,-124.81,1.2,3.46,96.21,371.75,5
01-09-2020,Manipur,Thunderstorm,14,435.82,-1.72,7.24,132.81,231.91,3
26-07-2018,Manipur,Hailstorm,13,419.08,1.95,-3.5,21.29,83.09,8
10-05-2019,Uttarakhand,Cloudburst,8,57.15,1.12,-3.07,89.6,331.44,6
04-09-2016,Bihar,Heatwave,1,493.24,-2.4,4.94,102.87,8.08,8
10-12-2020,Chhattisgarh,Hailstorm,30,439.1,-2.51,-4.67,105.06,70.97,5
10-06-2010,Meghalaya,Flood,21,-20.3,-1.19,3.97,102.51,30,9
07-09-2019,Uttar Pradesh,Flood,21,159.08,0.65,3.68,58.64,165.96,1
20-04-2010,West Bengal,Cloudburst,4,80.28,0.08,-1.73,11.44,302.19,9
05-08-2021,Andhra Pradesh,Thunderstorm,25,138.38,0.24,5.36,105.61,20.81,7
26-07-2016,Gujarat,Hailstorm,30,-145.23,0.44,2.82,105.41,77.17,4
01-05-2016,Telangana,Cyclone,10,135.19,1.46,1.94,148.31,441.06,8
10-07-2022,Haryana,Landslide,1,115.6,-2.45,5.26,142.65,214.88,6
17-06-2010,Tamil Nadu,Drought,24,-55.71,-0.29,7.44,122.25,441.66,10
09-09-2018,Nagaland,Landslide,5,290.61,-2.28,-4.63,111.65,343.92,5
23-12-2016,Assam,Thunderstorm,29,116.44,-0.04,-3.63,74.7,404.43,5
18-05-2022,Madhya Pradesh,Flood,5,110.12,-1.75,-2.44,30.45,116.19,2
15-06-2021,Himachal Pradesh,Drought,4,-169,-1.8,2.37,124.52,376.78,8
07-06-2019,Bihar,Hailstorm,5,386.03,2.94,5.75,52.11,479.56,6
07-04-2024,Mizoram,Heatwave,28,253.14,-0.31,2.43,126.17,325.44,5
23-09-2020,West Bengal,Flood,15,160.53,-1.22,-4.37,82.94,14.4,7
19-08-2017,West Bengal,Heatwave,6,471.25,2.63,7.6,138.04,418.59,5
10-04-2012,Uttar Pradesh,Cyclone,23,-86.22,2.32,2.45,26.47,163.14,9
01-05-2013,Karnataka,Thunderstorm,18,-61.18,2.61,7.79,112.17,22.27,3
10-12-2011,Haryana,Drought,10,232.98,-2.97,-2.98,128.33,483.2,5
09-07-2019,Andhra Pradesh,Drought,26,409.58,-1.92,-2.59,129.42,386.78,5
02-04-2011,Andhra Pradesh,Landslide,19,160.8,-0.11,-4.37,102.23,369.07,2
21-06-2017,Haryana,Thunderstorm,15,256.53,-0.68,-1.03,7,193.67,8
08-09-2020,Kerala,Hailstorm,10,280.54,-2.41,-1.12,37.62,103.96,1
10-06-2017,Arunachal Pradesh,Flood,10,-176.47,1.11,-4,103.34,236.25,2
25-12-2020,Himachal Pradesh,Hailstorm,9,489.48,-0.74,-2.52,29.18,11.67,7
03-08-2023,West Bengal,Hailstorm,27,210.75,1.41,5.99,149.28,297.21,2
27-01-2010,Karnataka,Flood,6,-11.69,-1.45,2.12,37.21,74.41,2
03-08-2014,Tamil Nadu,Hailstorm,2,-195.97,1.07,2.66,78.19,456.96,2
22-04-2018,Sikkim,Cloudburst,9,433.23,-2.77,-0.71,101.67,2.78,6
12-09-2024,Uttar Pradesh,Thunderstorm,29,270.24,-1.36,-4.57,100.38,71.04,7
08-01-2015,Meghalaya,Landslide,6,457.47,1.1,1.42,0.41,105.12,8
03-12-2024,Manipur,Cloudburst,20,201.05,-0.93,-1.42,50.89,352.65,10
11-06-2021,Gujarat,Cloudburst,2,297.54,0.02,2.79,134.97,306.94,6
05-12-2019,Maharashtra,Thunderstorm,16,213.47,1.79,-3.98,31.26,195.01,4
19-10-2017,Rajasthan,Hailstorm,16,28.62,1.76,2.8,66.9,146.38,9
10-10-2024,Assam,Hailstorm,25,-99.07,-0.5,6.14,8.1,4.42,7
27-12-2017,Delhi,Landslide,24,411.69,-0.06,-0.03,21.81,403.41,1
14-01-2014,Madhya Pradesh,Flood,6,311.32,2.26,0.97,119.37,495.98,1
13-12-2020,Karnataka,Cloudburst,15,289.57,2.33,6.91,103.88,27.49,2
06-06-2017,Tamil Nadu,Heatwave,8,-192.77,-0.52,6.43,139.94,159.09,3
21-04-2015,Uttarakhand,Heatwave,9,107.56,2.72,3.72,37.33,163,6
03-05-2014,Odisha,Drought,27,300.86,2.82,5.36,84.46,76.22,7
03-08-2021,Uttarakhand,Thunderstorm,25,124.05,0.53,-3.66,68.92,210.13,10
08-06-2011,Odisha,Hailstorm,13,473.64,-1.99,5.46,61.17,496.1,10
05-04-2020,Tamil Nadu,Thunderstorm,14,-162.27,-0.74,-1.3,116.79,139.56,10
05-05-2024,Telangana,Flood,21,-90.46,-2.01,4.48,66.62,18.95,5
23-01-2017,Tripura,Hailstorm,11,12,1.33,2.55,30.4,36.81,5
08-12-2014,Nagaland,Cyclone,14,189.24,1.67,-1.13,34.61,76.98,3
21-09-2013,Madhya Pradesh,Flood,21,270.54,-2.14,3.66,126.02,475.24,10
18-12-2010,Manipur,Landslide,19,31.89,0.35,1.12,101.29,81.57,3
13-01-2021,Jharkhand,Landslide,6,400.09,0.28,7.41,127.29,114.58,5
24-05-2010,Karnataka,Drought,19,-52.92,-0.94,-0.98,49.45,261.31,4
26-12-2012,Assam,Thunderstorm,13,68.36,-2.3,6.55,109.53,330.76,2
22-02-2011,Maharashtra,Cyclone,6,47.54,2.24,1.6,148.58,416.76,10
25-06-2023,Kerala,Thunderstorm,27,-132.32,2.88,0.19,57.86,146.28,10
23-04-2021,Delhi,Cyclone,19,-2.93,-1.86,-3.19,130.33,189.43,3
09-01-2019,Nagaland,Cyclone,7,131.18,-2.73,0.95,34.31,176.02,7
01-12-2017,Mizoram,Hailstorm,20,296.87,2.73,5.08,99.15,89.67,3
15-04-2024,Manipur,Flood,10,-89.85,-1.9,-3.25,26.67,40.85,4
21-02-2017,Telangana,Cloudburst,20,206.6,-0.42,5.19,23.16,415.2,7
09-08-2019,Madhya Pradesh,Thunderstorm,3,7.53,0.61,0.99,85.82,54.99,1
06-07-2013,Assam,Landslide,14,-94.54,-2.9,-3.65,30.61,226.68,10
25-07-2020,Kerala,Heatwave,13,447.42,-0.55,-3.4,114.04,118.03,1
24-09-2013,Meghalaya,Hailstorm,23,190.85,-0.34,-4.43,47.37,352.68,1
03-09-2020,Odisha,Heatwave,13,358.34,2.28,-1.06,116.49,302.75,10
27-08-2017,Andhra Pradesh,Hailstorm,13,130.39,0.35,-2,56.33,122.13,8
27-05-2012,Karnataka,Landslide,9,-70.47,-2.83,0.8,104.29,378.69,5
06-04-2014,West Bengal,Landslide,29,33.07,-1.09,-0.6,86.73,63.64,8
18-06-2024,Rajasthan,Cyclone,8,396,1.45,0.66,127.53,57.42,9
27-04-2021,Kerala,Cyclone,19,16.02,0.3,-0.21,84.92,287.92,7
06-12-2010,Punjab,Cyclone,22,127.77,1.36,5.89,76.97,261.72,8
02-05-2014,Goa,Thunderstorm,6,-103.58,-1.5,4.54,134.56,96.92,5
11-01-2024,Gujarat,Heatwave,12,-179.61,-1.89,-2,125.98,430.67,6
14-12-2017,Rajasthan,Thunderstorm,3,284.55,-1.45,1.11,0.8,482.09,10
22-06-2023,Odisha,Cyclone,3,40.72,2.84,-0.05,40.22,483.99,9
10-01-2015,Uttarakhand,Heatwave,17,37.88,-1.76,2.74,9.44,276.45,4
12-05-2015,Uttar Pradesh,Landslide,24,264.65,-1.54,-3.54,127.45,426.34,4
26-05-2014,Maharashtra,Cloudburst,30,17.13,2.86,1.88,56.96,100.42,8
12-01-2022,Gujarat,Cloudburst,9,110.57,2.1,2.77,17.7,184.89,9
23-09-2012,Tripura,Thunderstorm,12,490.94,-0.59,3.71,8.75,466.52,10
05-07-2010,Bihar,Heatwave,11,-169.52,2.36,-1.69,10.87,43.82,5
06-09-2016,Kerala,Heatwave,28,-125.74,2.65,-1.52,95.94,303.06,10
13-09-2022,Uttar Pradesh,Hailstorm,3,-168.17,1.77,-2.83,69.57,405.32,4
11-01-2024,West Bengal,Cloudburst,30,478.62,-1.45,7.63,44.65,195.97,7
10-07-2011,Goa,Cloudburst,21,339.02,1.17,5.16,83.76,16.2,6
08-07-2022,Uttar Pradesh,Drought,19,343.79,1.47,-1.43,113.08,314.53,5
17-09-2016,Punjab,Drought,23,291.08,-1.66,1.67,95.85,35.36,6
27-02-2018,Manipur,Cyclone,3,157.14,-0.52,1.58,44.88,238.64,5
25-12-2017,Telangana,Cyclone,10,68.47,0.58,-3.85,11.18,189.55,5
27-12-2013,Chhattisgarh,Landslide,9,157.4,0.98,0.13,79.82,362.29,2
27-09-2014,Meghalaya,Thunderstorm,10,370.51,-1.28,0.43,18.96,151.73,10
24-12-2018,Manipur,Cyclone,19,145.75,1.41,-0.93,138.26,213.92,2
26-09-2022,Telangana,Flood,30,-99.78,0.78,-1.67,73.44,242.57,6
27-10-2015,Meghalaya,Landslide,9,-12.4,-2.22,-3.94,34.23,433.27,3
15-06-2019,Meghalaya,Cyclone,25,-136.85,-1.45,3.8,121.91,144.4,10
15-06-2019,Andhra Pradesh,Drought,17,155.15,-1.32,-2.8,58.16,376.51,5
12-06-2016,Tripura,Hailstorm,2,-90.88,-0.9,6.6,70.96,297,9
21-07-2013,Andhra Pradesh,Drought,5,353.91,2,-4.18,60.32,251.16,6
21-06-2024,Telangana,Drought,30,394.53,-1.57,6.36,96.71,107.16,1
11-01-2013,Arunachal Pradesh,Hailstorm,25,338.42,1.41,-2.72,121.94,224.92,1
17-09-2014,Goa,Cyclone,2,-62.23,-0.3,-2.79,3.2,217.99,2
12-12-2012,Uttarakhand,Hailstorm,30,44.69,1.5,7.9,83.4,244.76,10
05-08-2010,Chhattisgarh,Drought,7,368.33,-1.22,2.59,3.45,64.86,4
17-07-2015,Tamil Nadu,Heatwave,4,180.2,0.03,2.86,50.37,475.5,7
25-04-2016,Meghalaya,Cyclone,15,75.62,-2.38,-3.7,2.15,482.2,3
01-07-2012,Manipur,Landslide,14,196.55,0.62,6.99,57.37,471.7,10
14-05-2022,Sikkim,Heatwave,15,-180.25,2.33,6.39,136.4,312.3,8
21-10-2014,Rajasthan,Cloudburst,3,-120.73,-1,-2.96,15.75,277.83,3
01-04-2017,Odisha,Thunderstorm,11,-146.16,0.93,2.46,35.28,460.46,9
23-07-2021,Telangana,Thunderstorm,2,-107.26,2.61,-2.05,135.49,119.47,10
11-05-2012,Assam,Drought,24,81.71,-1.32,-1.37,125.43,190.42,8
09-01-2021,Rajasthan,Cyclone,8,-88.61,2.61,4.43,6.07,22.55,5
13-07-2021,Karnataka,Cyclone,24,459.6,-1.25,7.14,90.16,400.18,10
03-09-2017,Goa,Heatwave,2,289.59,-0.42,1.35,74.86,365.51,1
09-07-2020,Odisha,Hailstorm,5,154.26,-1.79,5.06,86.93,339.9,6
02-09-2017,Telangana,Heatwave,8,271.13,0.48,-1.42,78.24,336.55,10
07-01-2016,Manipur,Hailstorm,4,-178.83,0.69,6.1,116.83,82.16,3
07-06-2018,Meghalaya,Flood,11,336.68,1.72,2.57,59.67,428.27,1
01-04-2021,Arunachal Pradesh,Drought,7,-84.5,-0.84,1.89,49.98,236.51,6
21-01-2011,Chhattisgarh,Heatwave,2,292.19,0.46,-4.4,10.01,355.51,9
27-08-2022,Haryana,Thunderstorm,15,295.14,1.29,2.16,5.81,478.59,4
10-12-2023,Sikkim,Cyclone,12,39.22,-0.94,3.25,89.96,180.96,6
21-02-2024,West Bengal,Flood,28,270.06,0.3,2.98,22.26,22.9,7
08-08-2022,Himachal Pradesh,Hailstorm,18,-147.32,-2.63,-1.68,90.96,371.14,10
01-07-2018,Tamil Nadu,Heatwave,27,373.09,-2.15,6.14,148.96,432.27,10
27-09-2019,Gujarat,Cyclone,19,31.98,1.12,2.29,54.65,399.62,4
25-09-2011,Haryana,Cloudburst,1,307.19,2.65,1.76,61.28,11.64,7
03-06-2018,Uttarakhand,Drought,19,49.65,0.48,5.57,18.77,93.79,6
02-01-2019,Meghalaya,Heatwave,17,98.54,-0.94,-0.91,147.96,230.52,5
13-05-2011,Rajasthan,Cyclone,14,378.53,-2.08,7.28,15.99,8.29,4
09-09-2014,Uttar Pradesh,Heatwave,23,327.21,2.15,6.69,97.61,470.54,2
23-08-2016,Maharashtra,Cloudburst,9,165.3,-1.18,0.22,146.66,238.29,9
02-01-2024,Bihar,Cloudburst,4,-150.18,-0.35,5.04,67.34,373.17,2
23-01-2014,Odisha,Heatwave,25,351.79,-1.42,3.38,83.13,319.77,1
03-04-2016,Uttar Pradesh,Cloudburst,27,-59.16,2.44,6.91,44.92,398.13,6
09-06-2023,Meghalaya,Cloudburst,8,79.21,0.76,4.93,102.34,66.9,6
15-09-2010,Goa,Landslide,21,329.52,0.08,-2.87,110.62,145.96,3
08-12-2023,Tamil Nadu,Flood,20,440.1,-0.89,-4.08,26.21,357.2,8
02-06-2016,Manipur,Cyclone,6,159.82,-0.24,5.44,119.86,491.49,2
05-05-2018,Kerala,Drought,19,93.53,1.5,-4.44,75.57,28.37,1
06-12-2014,Maharashtra,Heatwave,5,210.82,-0.65,-3.16,17.32,243.7,9
26-05-2019,Rajasthan,Hailstorm,12,-17.83,2.65,5.81,82.86,473.8,8
13-02-2019,Himachal Pradesh,Flood,9,365.33,1.42,-4.78,137.55,477.2,1
03-08-2019,Karnataka,Hailstorm,6,488.14,-2.27,7.94,79.88,60.96,9
25-07-2022,Arunachal Pradesh,Cyclone,15,203.48,0.25,2.9,90.42,252.53,1
12-05-2022,Manipur,Thunderstorm,12,405.49,2.8,3.24,82.44,118.29,3
25-04-2015,Kerala,Flood,25,-23.55,-2.82,6.02,147.24,15.58,3
27-09-2010,Uttar Pradesh,Heatwave,10,167.21,2.14,5.04,50.99,191.34,2
23-06-2011,Meghalaya,Landslide,25,97.85,-2.35,3.9,135.53,261.78,6
19-06-2019,Assam,Landslide,19,-5.8,2.06,4.27,3.93,117.55,6
05-04-2023,Goa,Flood,22,-132.04,-0.33,5.92,50.89,237.08,5
24-07-2024,Bihar,Drought,1,294.48,-2.38,2.36,41.81,144.05,1
12-12-2018,Mizoram,Heatwave,8,215.93,-1.86,5.85,32.24,110.73,9
03-10-2013,West Bengal,Landslide,4,132.88,-1.54,5.05,24.58,7.63,2
19-09-2023,Manipur,Cyclone,6,-49.62,-2.53,2.18,28.41,162.31,1
18-06-2015,Punjab,Cloudburst,16,388.07,2.72,1,17.92,218.73,6
20-08-2017,Assam,Drought,26,496.8,0.73,7.38,102.03,294.01,6
19-12-2021,Tripura,Thunderstorm,23,138.33,1.96,2.86,67.75,292.59,1
10-06-2010,Bihar,Landslide,3,462.94,2.18,6.5,68.1,498.27,7
09-06-2014,Arunachal Pradesh,Landslide,1,192.5,-2.54,2.34,101.61,95.48,10
08-08-2016,Mizoram,Hailstorm,30,-153.52,-0.41,5.95,140.62,4.95,2
08-01-2018,Uttarakhand,Cyclone,17,428.78,-0.93,-2.48,146.37,316.34,10
23-12-2012,Mizoram,Thunderstorm,13,-18.8,1.07,-1.85,4.35,392.77,2
12-12-2023,Goa,Heatwave,20,203.27,-2.95,7.26,43.16,43.11,6
27-07-2017,Punjab,Hailstorm,26,18.2,1.3,-4.48,15.94,71.14,6
23-01-2015,Odisha,Cyclone,5,374.92,2.36,4.31,146.93,246.77,3
04-06-2018,Assam,Thunderstorm,30,279.57,0.8,-1.44,10.93,191.43,3
